Timestamp,Gender,Age,Status,Income,Frequency,Enjoyment,Time Spent,Outlet Proximity,Membership,Frequent Purchase,Avg Spend,Quality Rating,Price Range Rating,Sales Importance,Ambiance Rating,WiFi Rating,Service Rating,Meeting/Hangout Likelihood,Promotion Channels,Buying Intention,Calculated Age,Numerical Income
2019-10-01 20:32:12-08:00,Male,From 20 to 29,Student,"Less than RM25,000",Rarely,dine in,Between 1 hour to 2 hours,1km - 3km,Yes,Coffee,More than RM40,2,1,5,1,4,3,3,Social Media,Yes,24.5,25000.0
2019-10-02 00:13:06-08:00,Female,From 20 to 29,Employed,"Less than RM25,000",Rarely,drive-thru,Below 30 minutes,1km - 3km,No,Coffee;Cold drinks,Around RM20 - RM40,5,4,3,4,3,3,3,In Store displays,Yes,24.5,25000.0
2019-10-02 09:29:28-08:00,Male,From 30 to 39,Student,"Less than RM25,000",Rarely,dine in,Between 30 minutes to 1 hour,more than 3km,No,Coffee,Around RM20 - RM40,3,3,4,3,3,3,3,Social Media,Yes,34.5,25000.0
2019-10-02 19:14:30-08:00,Male,From 20 to 29,Employed,"Less than RM25,000",Rarely,take away,Between 30 minutes to 1 hour,within 1km,Yes,Coffee,Less than RM20,4,2,3,5,4,4,5,Social Media;Through friends and word of mouth,Yes,24.5,25000.0
2019-10-02 19:15:13-08:00,Female,From 20 to 29,Employed,"Less than RM25,000",Rarely,take away,Below 30 minutes,more than 3km,No,Coffee,Zero,3,1,5,3,4,4,5,Social Media,No,24.5,25000.0
2019-10-02 19:15:27-08:00,Female,From 20 to 29,Student,"Less than RM25,000",Rarely,dine in,Between 30 minutes to 1 hour,1km - 3km,No,Coffee,Less than RM20,4,3,2,4,3,4,4,Through friends and word of mouth,No,24.5,25000.0
2019-10-02 19:23:55-08:00,Female,From 20 to 29,Self-employed,"RM25,000 - RM50,000",Monthly,dine in,Below 30 minutes,within 1km,Yes,Coffee;Cold drinks;Pastries;Sandwiches,Around RM20 - RM40,4,3,4,5,4,4,4,Starbucks Website/Apps;Social Media;Emails;Through friends and word of mouth,Yes,24.5,37500.0
2019-10-02 19:27:56-08:00,Female,From 20 to 29,Self-employed,"Less than RM25,000",Never,never,Below 30 minutes,more than 3km,No,Never,Zero,3,3,3,3,3,3,3,Never hear,No,24.5,25000.0
2019-10-02 19:29:53-08:00,Female,From 20 to 29,Employed,"Less than RM25,000",Rarely,dine in,Below 30 minutes,more than 3km,No,Coffee,Zero,2,1,5,4,4,4,1,Starbucks Website/Apps;Social Media;Through friends and word of mouth,No,24.5,25000.0
2019-10-02 19:31:32-08:00,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",Rarely,dine in,Between 30 minutes to 1 hour,1km - 3km,Yes,Cold drinks,Less than RM20,3,3,5,4,3,3,4,Social Media;Through friends and word of mouth;In Store displays;Billboards,Yes,24.5,37500.0
2019-10-02 19:33:51-08:00,Female,From 20 to 29,Employed,"Less than RM25,000",Rarely,take away,Below 30 minutes,within 1km,No,Coffee,Less than RM20,4,3,4,5,5,5,3,Social Media;Through friends and word of mouth,Yes,24.5,25000.0
2019-10-02 20:04:41-08:00,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",Weekly,take away,Between 1 hour to 2 hours,within 1km,Yes,Coffee;Sandwiches,Around RM20 - RM40,5,1,3,3,2,3,3,"Starbucks Website/Apps;Deal sites (fave, iprice, etc...)",Yes,24.5,37500.0
2019-10-02 20:08:37-08:00,Female,From 20 to 29,Employed,"Less than RM25,000",Monthly,take away,Below 30 minutes,more than 3km,Yes,Coffee,Less than RM20,4,2,4,4,3,4,3,Through friends and word of mouth,Yes,24.5,25000.0
2019-10-02 20:29:35-08:00,Male,From 30 to 39,Employed,"Less than RM25,000",Rarely,take away,Below 30 minutes,1km - 3km,Yes,Cold drinks,Less than RM20,3,2,4,4,4,5,4,Starbucks Website/Apps;Social Media,Yes,34.5,25000.0
2019-10-02 20:31:21-08:00,Female,From 20 to 29,Housewife,"RM50,000 - RM100,000",Rarely,drive-thru,Below 30 minutes,more than 3km,No,Coffee;Cold drinks,Around RM20 - RM40,3,2,3,3,3,5,4,Social Media,Yes,24.5,75000.0
2019-10-02 20:35:08-08:00,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",Rarely,take away,Below 30 minutes,more than 3km,Yes,Coffee,Less than RM20,3,3,4,5,4,4,4,"Social Media;Deal sites (fave, iprice, etc...);Through friends and word of mouth",Yes,24.5,37500.0
2019-10-02 20:52:13-08:00,Male,From 20 to 29,Employed,"Less than RM25,000",Rarely,take away,Below 30 minutes,1km - 3km,No,Coffee,Less than RM20,4,2,5,3,2,4,4,Social Media;Emails;Through friends and word of mouth,Yes,24.5,25000.0
2019-10-02 21:19:50-08:00,Male,From 20 to 29,Employed,"RM50,000 - RM100,000",Monthly,dine in,Between 30 minutes to 1 hour,more than 3km,Yes,Coffee,Around RM20 - RM40,4,2,1,4,1,4,4,Social Media,Yes,24.5,75000.0
2019-10-03 07:19:36-08:00,Female,From 20 to 29,Student,"Less than RM25,000",Rarely,take away,Below 30 minutes,more than 3km,No,Coffee,Less than RM20,2,1,5,2,2,2,2,Social Media;Through friends and word of mouth,No,24.5,25000.0
2019-10-03 07:21:08-08:00,Female,Below 20,Student,"Less than RM25,000",Rarely,take away,Below 30 minutes,more than 3km,No,Cold drinks,Less than RM20,2,2,3,2,2,2,2,"Social Media;Deal sites (fave, iprice, etc...)",No,20.0,25000.0
2019-10-03 08:46:25-08:00,Female,From 20 to 29,Employed,"RM50,000 - RM100,000",Monthly,drive-thru,More than 3 hours,1km - 3km,Yes,Coffee,Around RM20 - RM40,3,2,4,3,1,3,3,Starbucks Website/Apps,No,24.5,75000.0
2019-10-03 09:11:28-08:00,Male,From 20 to 29,Employed,"Less than RM25,000",Never,,Below 30 minutes,more than 3km,No,Never buy any,Zero,1,1,1,3,3,3,3,,No,24.5,25000.0
2019-10-03 11:14:37-08:00,Male,From 20 to 29,Self-employed,"RM50,000 - RM100,000",Rarely,dine in,Between 1 hour to 2 hours,more than 3km,Yes,Cold drinks,Less than RM20,5,5,5,5,5,5,5,Starbucks Website/Apps,Yes,24.5,75000.0
2019-10-03 11:14:44-08:00,Male,From 30 to 39,Self-employed,"RM50,000 - RM100,000",Weekly,take away,Between 30 minutes to 1 hour,1km - 3km,Yes,Coffee,Less than RM20,4,4,2,4,3,4,5,Social Media,Yes,34.5,75000.0
2019-10-03 11:15:13-08:00,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",Rarely,dine in,Between 1 hour to 2 hours,more than 3km,No,Coffee,Around RM20 - RM40,4,2,4,3,4,4,4,In Store displays,No,24.5,37500.0
2019-10-03 11:17:27-08:00,Male,From 30 to 39,Self-employed,"More than RM150,000",Monthly,dine in,Between 2 hours to 3 hours,more than 3km,Yes,Jaws chip ,Around RM20 - RM40,4,3,4,4,3,4,4,Starbucks Website/Apps;Emails,Yes,34.5,25000.0
2019-10-03 11:18:48-08:00,Male,From 20 to 29,Self-employed,"More than RM150,000",Rarely,drive-thru,Between 30 minutes to 1 hour,more than 3km,Yes,Coffee,More than RM40,4,3,2,3,1,2,2,Social Media;Through friends and word of mouth,Yes,24.5,25000.0
2019-10-03 11:22:03-08:00,Female,From 20 to 29,Employed,"Less than RM25,000",Rarely,dine in,Below 30 minutes,1km - 3km,Yes,Coffee,Around RM20 - RM40,3,3,3,4,3,3,3,Social Media;Through friends and word of mouth,Yes,24.5,25000.0
2019-10-03 11:25:13-08:00,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",Rarely,take away,Below 30 minutes,within 1km,Yes,cake ,Around RM20 - RM40,4,4,4,4,4,4,4,Starbucks Website/Apps;Social Media;Through friends and word of mouth,Yes,24.5,37500.0
2019-10-03 11:32:03-08:00,Male,From 20 to 29,Self-employed,"RM25,000 - RM50,000",Rarely,dine in,Below 30 minutes,1km - 3km,Yes,Cold drinks,Zero,5,5,5,5,4,5,5,Starbucks Website/Apps,Yes,24.5,37500.0
2019-10-03 12:12:22-08:00,Female,From 30 to 39,Employed,"RM50,000 - RM100,000",Weekly,dine in,Between 1 hour to 2 hours,more than 3km,Yes,Coffee,Around RM20 - RM40,4,4,5,4,4,5,4,Emails,Yes,34.5,75000.0
2019-10-03 12:13:56-08:00,Female,From 30 to 39,Employed,"RM25,000 - RM50,000",Monthly,take away,Between 30 minutes to 1 hour,within 1km,Yes,Coffee;Pastries,Around RM20 - RM40,4,3,4,5,5,4,5,Starbucks Website/Apps;Social Media;Emails;Through friends and word of mouth,Yes,34.5,37500.0
2019-10-03 13:30:06-08:00,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",Never,dine in,Below 30 minutes,within 1km,No,Coffee,Zero,3,3,3,3,3,3,3,Social Media,No,24.5,37500.0
2019-10-03 14:13:11-08:00,Female,From 20 to 29,Employed,"Less than RM25,000",Rarely,take away,Below 30 minutes,more than 3km,Yes,Coffee,Less than RM20,5,3,5,5,4,4,1,Social Media;In Store displays,Yes,24.5,25000.0
2019-10-03 14:34:09-08:00,Male,From 20 to 29,Employed,"RM50,000 - RM100,000",Monthly,take away,Below 30 minutes,more than 3km,Yes,Coffee,Around RM20 - RM40,3,1,3,3,1,3,2,Social Media;Through friends and word of mouth,Yes,24.5,75000.0
2019-10-03 15:11:13-08:00,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",Rarely,dine in,Between 30 minutes to 1 hour,1km - 3km,Yes,Cold drinks,Less than RM20,3,3,5,4,3,3,4,Social Media;Through friends and word of mouth;In Store displays;Billboards,Yes,24.5,37500.0
2019-10-03 15:44:13-08:00,Female,From 20 to 29,Self-employed,"Less than RM25,000",Rarely,take away,Below 30 minutes,more than 3km,No,Cold drinks,Less than RM20,3,3,1,4,3,4,4,Social Media;Through friends and word of mouth,Yes,24.5,25000.0
2019-10-03 16:25:38-08:00,Female,From 30 to 39,Employed,"Less than RM25,000",Rarely,never,Below 30 minutes,within 1km,No,Pastries,Around RM20 - RM40,3,3,3,3,3,3,3,Social Media,Yes,34.5,25000.0
2019-10-03 16:41:10-08:00,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",Rarely,drive-thru,Below 30 minutes,1km - 3km,Yes,Coffee,Around RM20 - RM40,4,3,4,3,3,4,4,Starbucks Website/Apps;Emails,Yes,24.5,37500.0
2019-10-03 17:19:31-08:00,Male,From 30 to 39,Employed,"Less than RM25,000",Rarely,drive-thru,Between 30 minutes to 1 hour,more than 3km,Yes,Coffee,Less than RM20,4,2,3,4,4,4,4,Social Media,Yes,34.5,25000.0
2019-10-03 18:24:46-08:00,Male,From 20 to 29,Student,"Less than RM25,000",Rarely,drive-thru,Between 30 minutes to 1 hour,more than 3km,No,Cold drinks,Around RM20 - RM40,3,2,3,3,3,3,3,Through friends and word of mouth,Yes,24.5,25000.0
2019-10-03 18:31:44-08:00,Male,From 20 to 29,Student,"Less than RM25,000",Rarely,dine in,Between 30 minutes to 1 hour,more than 3km,No,Coffee,Less than RM20,3,4,3,3,1,2,3,Through friends and word of mouth,Yes,24.5,25000.0
2019-10-03 18:35:21-08:00,Male,From 20 to 29,Self-employed,"RM50,000 - RM100,000",Daily,drive-thru,Below 30 minutes,more than 3km,Yes,Coffee,Around RM20 - RM40,4,2,4,4,3,3,3,Social Media;Emails,Yes,24.5,75000.0
2019-10-03 18:41:20-08:00,Male,From 30 to 39,Employed,"RM25,000 - RM50,000",Weekly,dine in,Between 1 hour to 2 hours,more than 3km,No,Coffee;Pastries,More than RM40,4,5,5,4,4,3,3,Starbucks Website/Apps;Social Media;Through friends and word of mouth,Yes,34.5,37500.0
2019-10-03 18:44:10-08:00,Male,Below 20,Student,"Less than RM25,000",Rarely,drive-thru,Between 30 minutes to 1 hour,more than 3km,No,Pastries,Less than RM20,4,4,4,4,4,4,4,Social Media;Emails,No,20.0,25000.0
2019-10-03 18:45:28-08:00,Male,40 and above,Employed,"RM50,000 - RM100,000",Monthly,drive-thru,Between 30 minutes to 1 hour,more than 3km,No,Cold drinks,Around RM20 - RM40,4,3,5,4,4,4,4,Starbucks Website/Apps,Yes,40.0,75000.0
2019-10-03 18:46:53-08:00,Male,From 20 to 29,Student,"Less than RM25,000",Rarely,take away,Below 30 minutes,more than 3km,No,Coffee,Around RM20 - RM40,3,3,3,3,3,3,3,Starbucks Website/Apps;Social Media,Yes,24.5,25000.0
2019-10-03 19:00:47-08:00,Female,Below 20,Student,"Less than RM25,000",Never,never,Below 30 minutes,more than 3km,No,Cold drinks;Never,Zero,3,2,2,2,3,3,3,Starbucks Website/Apps;Social Media;Through friends and word of mouth,Yes,20.0,25000.0
2019-10-03 19:14:53-08:00,Male,From 20 to 29,Student,"Less than RM25,000",Never,never,Below 30 minutes,within 1km,No,never,Zero,3,3,3,1,3,3,4,Through friends and word of mouth,No,24.5,25000.0
2019-10-03 19:40:31-08:00,Male,From 20 to 29,Student,"Less than RM25,000",Rarely,dine in,Below 30 minutes,more than 3km,No,Coffee;Pastries,Less than RM20,3,3,3,3,3,3,2,Social Media,No,24.5,25000.0
2019-10-03 19:43:00-08:00,Male,From 20 to 29,Student,"Less than RM25,000",Rarely,take away,Below 30 minutes,more than 3km,No,Cold drinks,Zero,4,2,3,5,4,4,2,Social Media,No,24.5,25000.0
2019-10-03 19:47:00-08:00,Female,From 20 to 29,Employed,"Less than RM25,000",Monthly,take away,Below 30 minutes,more than 3km,No,Cold drinks,Less than RM20,5,4,4,4,4,4,4,Social Media;Through friends and word of mouth;In Store displays;Billboards,Yes,24.5,25000.0
2019-10-03 19:58:17-08:00,Male,From 20 to 29,Student,"More than RM150,000",Never,never,Below 30 minutes,more than 3km,No,Nothing ,Zero,1,1,1,1,1,1,1,Billboards,No,24.5,25000.0
2019-10-03 20:58:26-08:00,Female,Below 20,Student,"Less than RM25,000",Rarely,take away,Below 30 minutes,more than 3km,No,Cold drinks,Less than RM20,3,4,5,5,5,4,4,Social Media,Yes,20.0,25000.0
2019-10-03 21:25:36-08:00,Male,40 and above,Self-employed,"RM25,000 - RM50,000",Rarely,dine in,Between 30 minutes to 1 hour,more than 3km,No,Cold drinks,Less than RM20,2,2,1,2,2,3,2,In Store displays,No,40.0,37500.0
2019-10-03 22:38:42-08:00,Male,Below 20,Student,"Less than RM25,000",Daily,take away,Below 30 minutes,more than 3km,No,Cold drinks,Around RM20 - RM40,5,5,5,5,5,5,5,Social Media;Through friends and word of mouth,Yes,20.0,25000.0
2019-10-03 23:24:55-08:00,Male,From 30 to 39,Student,"Less than RM25,000",Monthly,dine in,Between 1 hour to 2 hours,more than 3km,No,Cold drinks,Less than RM20,4,4,5,4,2,3,4,Social Media,Yes,34.5,25000.0
2019-10-04 00:24:26-08:00,Male,40 and above,Self-employed,"RM25,000 - RM50,000",Monthly,dine in,Between 1 hour to 2 hours,1km - 3km,Yes,Coffee,Around RM20 - RM40,3,3,5,3,2,4,4,Starbucks Website/Apps;Social Media,Yes,40.0,37500.0
2019-10-04 09:30:09-08:00,Male,From 20 to 29,Employed,"Less than RM25,000",Monthly,dine in,Between 1 hour to 2 hours,1km - 3km,Yes,Coffee;Cold drinks;Juices;Pastries;Sandwiches,More than RM40,5,5,5,5,5,5,5,"Starbucks Website/Apps;Social Media;Emails;Deal sites (fave, iprice, etc...);Through friends and word of mouth;In Store displays;Billboards",Yes,24.5,25000.0
2019-10-04 13:46:07-08:00,Male,From 20 to 29,Student,"Less than RM25,000",Rarely,dine in,Between 30 minutes to 1 hour,1km - 3km,No,Coffee;Cold drinks,Less than RM20,3,2,4,3,3,3,4,Social Media;Through friends and word of mouth;In Store displays,No,24.5,25000.0
2019-10-05 11:01:14-08:00,Female,From 20 to 29,Employed,"Less than RM25,000",Rarely,take away,Below 30 minutes,within 1km,No,Coffee,Less than RM20,4,4,4,4,4,4,4,Social Media;Through friends and word of mouth;Billboards,Yes,24.5,25000.0
2019-10-05 16:57:22-08:00,Male,From 20 to 29,Employed,"RM50,000 - RM100,000",Rarely,dine in,Between 30 minutes to 1 hour,1km - 3km,No,Coffee,Less than RM20,1,1,5,4,3,3,2,In Store displays,No,24.5,75000.0
